N,M,P,epoch,dstsp,dh,fixed_points,max_eigenvalues,max_lyapunov_exponent,unique_regions,frequencies
4,12,3,50,12.87906551361084,0.008168844,"[[0.03829514980316162, -0.09261117875576019, 0.6299252510070801, 0.714207649230957, -0.11489063501358032, -0.21024200320243835, 0.5877587199211121, -0.004712164402008057, -0.7205309271812439, -0.2109617292881012, 0.2643163204193115, 0.0398329496383667], [0.3319486379623413, 0.3346133828163147, 0.3346417546272278, 0.33243680000305176, 0.22111129760742188, -0.04862087965011597, 0.13858626782894135, 0.11268560588359833, -0.15563750267028809, -0.1805872917175293, 0.2866741716861725, 0.4140305519104004], [-0.3150010108947754, -0.16322988271713257, 0.9282071590423584, 0.7079659700393677, -0.0019642114639282227, -0.12918215990066528, 0.7584997415542603, -0.13724899291992188, -0.7563415765762329, -0.30941033363342285, 0.20054811239242554, 0.04849575459957123], [0.9962082505226135, -0.06086505576968193, -0.15830039978027344, 0.8988470435142517, -0.6073870658874512, -0.5292766094207764, 0.2579892575740814, 0.3515087366104126, -0.8553701043128967, 0.07827003300189972, 0.4504976272583008, -0.14896047115325928]]","[0.9747071266174316, 1.0001394748687744, 0.9918392896652222, 1.0264885425567627]",-0.008188725657528267,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[75, 1749, 18, 158]"
4,12,3,55,12.879108428955078,0.01573273,"[[0.04424631595611572, -0.09892293810844421, 0.6215518712997437, 0.7177548408508301, -0.12309771776199341, -0.21493753790855408, 0.5827310681343079, -0.00036329030990600586, -0.7227442860603333, -0.20835363864898682, 0.2630408704280853, 0.038878291845321655], [0.3321423828601837, 0.33442461490631104, 0.3345358371734619, 0.33270353078842163, 0.21935677528381348, -0.04967266321182251, 0.1361086368560791, 0.11293162405490875, -0.155859112739563, -0.1799950897693634, 0.28520458936691284, 0.4134013056755066], [-0.3020172119140625, -0.1705922782421112, 0.9123895168304443, 0.7123476266860962, -0.014081597328186035, -0.1361890435218811, 0.7495930194854736, -0.12934648990631104, -0.7582675218582153, -0.3045717477798462, 0.20018751919269562, 0.04738888144493103], [0.9898481369018555, -0.061630427837371826, -0.15353155136108398, 0.8976418972015381, -0.6043871641159058, -0.5277963876724243, 0.2575575113296509, 0.34930840134620667, -0.8535048961639404, 0.07629604637622833, 0.4474424719810486, -0.14611464738845825]]","[0.9747458100318909, 1.000128149986267, 0.9918700456619263, 1.026703953742981]",-0.004526415045547765,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[71, 1754, 15, 160]"
4,12,3,60,11.630945205688477,0.008925913,"[[0.04797935485839844, -0.10277257114648819, 0.6156567335128784, 0.7187135219573975, -0.1277775764465332, -0.2172316610813141, 0.5780358910560608, 0.0027273893356323242, -0.7226845026016235, -0.2071678638458252, 0.26185789704322815, 0.039700523018836975], [0.33268606662750244, 0.33320552110671997, 0.3340219259262085, 0.33379459381103516, 0.21668636798858643, -0.05117154121398926, 0.13486367464065552, 0.11329121887683868, -0.157304048538208, -0.1795799434185028, 0.28422924876213074, 0.412036657333374], [-0.3080332279205322, -0.1783100664615631, 0.9135797023773193, 0.7136527895927429, -0.016754508018493652, -0.1367294192314148, 0.7491791248321533, -0.12915468215942383, -0.7593659162521362, -0.3058897852897644, 0.1969906985759735, 0.04889896512031555], [0.9918656349182129, -0.06234880909323692, -0.15575405955314636, 0.89767986536026, -0.6065269708633423, -0.5287420749664307, 0.2546563148498535, 0.35021519660949707, -0.8535794019699097, 0.0764310210943222, 0.4463958442211151, -0.1462879776954651]]","[0.9745945930480957, 1.0000070333480835, 0.9919069409370422, 1.0267181396484375]",-0.007633419997728197,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[13, 1890, 8, 89]"
4,12,3,65,12.890630722045898,0.0072284755,"[[0.044565558433532715, -0.10542123764753342, 0.616590142250061, 0.718292236328125, -0.12776243686676025, -0.21636581420898438, 0.5766838788986206, 0.0029491186141967773, -0.721484899520874, -0.20858672261238098, 0.2599423825740814, 0.04206430912017822], [0.33305495977401733, 0.33407366275787354, 0.3334715962409973, 0.3327353596687317, 0.21641802787780762, -0.05120903253555298, 0.1323726773262024, 0.11370660364627838, -0.15627002716064453, -0.17970317602157593, 0.2835058569908142, 0.4129931926727295], [-0.34003710746765137, -0.18824103474617004, 0.9371614456176758, 0.7123309373855591, -0.008277058601379395, -0.1293622851371765, 0.7604397535324097, -0.13884812593460083, -0.7602643966674805, -0.3151091933250427, 0.1894620954990387, 0.05277357995510101], [0.9980229139328003, -0.06283436715602875, -0.1597345769405365, 0.9012573957443237, -0.6110408306121826, -0.5314143896102905, 0.2532958388328552, 0.3525792956352234, -0.8565341234207153, 0.07749105989933014, 0.4473048150539398, -0.1478992998600006]]","[0.9743361473083496, 1.0000706911087036, 0.9920417070388794, 1.0267828702926636]",-0.014629058699065355,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[20, 1828, 9, 143]"
4,12,3,70,12.845641136169434,0.01051843,"[[0.043584465980529785, -0.10953530669212341, 0.616732120513916, 0.7208738327026367, -0.13057279586791992, -0.21758267283439636, 0.5774048566818237, 0.003697216510772705, -0.723702073097229, -0.20900091528892517, 0.2591980993747711, 0.04200206696987152], [0.3322931230068207, 0.3349885940551758, 0.33411508798599243, 0.3317762613296509, 0.2170315980911255, -0.05078113079071045, 0.1309805065393448, 0.11363852024078369, -0.1551525592803955, -0.18026742339134216, 0.28285515308380127, 0.4141104221343994], [-0.3447108268737793, -0.19436776638031006, 0.9398584365844727, 0.715314507484436, -0.01048433780670166, -0.1299443244934082, 0.7628271579742432, -0.13893836736679077, -0.762877881526947, -0.3164547085762024, 0.18796589970588684, 0.05337695777416229], [0.9975477457046509, -0.06359170377254486, -0.15907949209213257, 0.9020222425460815, -0.6116945743560791, -0.5316932797431946, 0.2532857358455658, 0.3524675965309143, -0.8572133183479309, 0.07678255438804626, 0.44668325781822205, -0.14804047346115112]]","[0.9741802215576172, 1.0001291036605835, 0.9921278357505798, 1.0268768072128296]",-0.006119529105926631,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[74, 1751, 19, 156]"
4,12,3,75,12.90710735321045,0.004315367,"[[0.04537308216094971, -0.11156205832958221, 0.614615797996521, 0.7219489216804504, -0.13271743059158325, -0.21851569414138794, 0.5761633515357971, 0.005127072334289551, -0.7240625619888306, -0.20885053277015686, 0.25895053148269653, 0.04267023503780365], [0.3332001864910126, 0.33343857526779175, 0.3334668278694153, 0.333474338054657, 0.21425139904022217, -0.05236774682998657, 0.1312486231327057, 0.11398541927337646, -0.15743350982666016, -0.17996925115585327, 0.2826460003852844, 0.41233909130096436], [-0.35442495346069336, -0.19979166984558105, 0.9467976093292236, 0.7164321541786194, -0.009370923042297363, -0.12836378812789917, 0.7668015956878662, -0.1412791609764099, -0.7641879320144653, -0.31938475370407104, 0.18554142117500305, 0.05503372848033905], [1.0002260208129883, -0.06356367468833923, -0.16083002090454102, 0.9025256037712097, -0.6131908893585205, -0.532384991645813, 0.2520940601825714, 0.3533194959163666, -0.857606828212738, 0.07676699757575989, 0.4467126131057739, -0.1483394205570221]]","[0.9740933179855347, 1.000036358833313, 0.9922189712524414, 1.0268487930297852]",-0.016953681009472348,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[17, 1855, 9, 119]"
4,12,3,80,12.828485488891602,0.005487341,"[[0.04684150218963623, -0.11308157444000244, 0.6123566627502441, 0.7224315404891968, -0.13436663150787354, -0.21918272972106934, 0.5746943354606628, 0.006327569484710693, -0.7239489555358887, -0.20870861411094666, 0.25857824087142944, 0.0432736873626709], [0.3320571482181549, 0.3352397680282593, 0.3343198895454407, 0.33135706186294556, 0.21633625030517578, -0.051011502742767334, 0.12962771952152252, 0.11372847855091095, -0.1548982858657837, -0.18095195293426514, 0.2820543050765991, 0.41441208124160767], [-0.3637669086456299, -0.204424649477005, 0.9530432224273682, 0.7166961431503296, -0.007854700088500977, -0.12656444311141968, 0.7700755596160889, -0.1436428427696228, -0.7647683024406433, -0.32215434312820435, 0.18307313323020935, 0.05663996934890747], [1.0004444122314453, -0.06317827105522156, -0.1614101231098175, 0.9022787809371948, -0.6130510568618774, -0.5322878360748291, 0.25133782625198364, 0.3532598912715912, -0.8570654988288879, 0.07627537846565247, 0.44614413380622864, -0.14812538027763367]]","[0.9739678502082825, 1.0000205039978027, 0.9923193454742432, 1.0269126892089844]",-0.011816350405279081,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[14, 1873, 9, 104]"
4,12,3,85,12.859673500061035,0.0047310954,"[[0.043987154960632324, -0.11535249650478363, 0.6146746873855591, 0.7236648797988892, -0.13465619087219238, -0.21890801191329956, 0.5762026309967041, 0.005998075008392334, -0.7250404953956604, -0.20991310477256775, 0.25798729062080383, 0.044018685817718506], [0.33264651894569397, 0.33366966247558594, 0.33383625745773315, 0.3331056833267212, 0.21377217769622803, -0.052519798278808594, 0.13019007444381714, 0.11406582593917847, -0.1573493480682373, -0.18073740601539612, 0.2820616662502289, 0.4128727912902832], [-0.383342981338501, -0.2105529010295868, 0.9689159393310547, 0.717272162437439, -0.0026035308837890625, -0.12212181091308594, 0.7789757251739502, -0.14977264404296875, -0.7665844559669495, -0.3280511498451233, 0.1793029010295868, 0.05890469253063202], [1.0012215375900269, -0.06389828026294708, -0.16136381030082703, 0.904056966304779, -0.6145111322402954, -0.5331860780715942, 0.25195547938346863, 0.3537329137325287, -0.8589299321174622, 0.07601204514503479, 0.4464717507362366, -0.1486828625202179]]","[0.9737777709960938, 1.0000871419906616, 0.9924753904342651, 1.0269769430160522]",-0.02132258209050633,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[18, 1823, 11, 148]"
4,12,3,90,12.796783447265625,0.0045555425,"[[0.04996824264526367, -0.11629009991884232, 0.6086708307266235, 0.7247770428657532, -0.13827961683273315, -0.22120803594589233, 0.5732840299606323, 0.008626878261566162, -0.7255821228027344, -0.20815715193748474, 0.25863611698150635, 0.04369901120662689], [0.3326389193534851, 0.3341023921966553, 0.33382052183151245, 0.33262330293655396, 0.21388769149780273, -0.05238056182861328, 0.12945416569709778, 0.11418117582798004, -0.15688347816467285, -0.18106895685195923, 0.281887024641037, 0.413483202457428], [-0.3739323616027832, -0.21145349740982056, 0.9596917629241943, 0.7187283039093018, -0.007571697235107422, -0.12537497282028198, 0.7744311094284058, -0.14566314220428467, -0.7668075561523438, -0.32516634464263916, 0.18050512671470642, 0.05876082181930542], [1.0001156330108643, -0.06388305127620697, -0.16116440296173096, 0.9030787944793701, -0.6139350533485413, -0.5327876806259155, 0.25120583176612854, 0.35334843397140503, -0.8582249879837036, 0.07529252767562866, 0.4457581043243408, -0.14800181984901428]]","[0.97359299659729, 1.0000168085098267, 0.9924771189689636, 1.0269709825515747]",-0.013198401866975473,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[12, 1876, 9, 103]"
4,12,3,95,12.8953275680542,0.0036334037,"[[0.04962146282196045, -0.11765176057815552, 0.6092853546142578, 0.7254862785339355, -0.13896280527114868, -0.22125905752182007, 0.5735641121864319, 0.008997142314910889, -0.7261993885040283, -0.20872896909713745, 0.25863903760910034, 0.04453572630882263], [0.33256837725639343, 0.3340744972229004, 0.3339007496833801, 0.3326985836029053, 0.21354162693023682, -0.05254918336868286, 0.1292525976896286, 0.11425630748271942, -0.15709030628204346, -0.1813063621520996, 0.2817772626876831, 0.41357421875], [-0.38741517066955566, -0.21607965230941772, 0.9711003303527832, 0.7192829847335815, -0.0040967464447021484, -0.12233006954193115, 0.7808147668838501, -0.14985311031341553, -0.7683737874031067, -0.32936859130859375, 0.1780836284160614, 0.060699462890625], [1.0028351545333862, -0.06454844772815704, -0.16273149847984314, 0.9042575359344482, -0.6162716150283813, -0.5339590907096863, 0.2506827116012573, 0.3544570803642273, -0.8598377704620361, 0.07550153136253357, 0.44642001390457153, -0.14875555038452148]]","[0.9734310507774353, 1.0000158548355103, 0.9925578832626343, 1.0269726514816284]",-0.01570378772372351,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[12, 1877, 9, 102]"
4,12,3,99,12.8056001663208,0.0035844862,"[[0.0519566535949707, -0.11808235198259354, 0.6063393354415894, 0.7258942127227783, -0.14041447639465332, -0.22219416499137878, 0.5721484422683716, 0.010085910558700562, -0.7261346578598022, -0.20798206329345703, 0.2586395740509033, 0.04433351755142212], [0.332974374294281, 0.33357447385787964, 0.3334745764732361, 0.3331764340400696, 0.21256887912750244, -0.053082048892974854, 0.12920181453227997, 0.11445753276348114, -0.1578150987625122, -0.1812622845172882, 0.2817416787147522, 0.41312116384506226], [-0.38582730293273926, -0.2168641984462738, 0.9684963226318359, 0.7195183038711548, -0.0052335262298583984, -0.12301850318908691, 0.7794725894927979, -0.14888036251068115, -0.7680200934410095, -0.3287479281425476, 0.17788130044937134, 0.060961782932281494], [1.001076340675354, -0.0641467496752739, -0.16215097904205322, 0.9034749269485474, -0.6149700880050659, -0.5332698822021484, 0.25054284930229187, 0.35376474261283875, -0.8587675094604492, 0.07480423152446747, 0.44558385014533997, -0.14831483364105225]]","[0.9732699394226074, 1.0000017881393433, 0.9926071166992188, 1.0269848108291626]",-0.010508406292101426,"[[1, 1, 1], [0, 1, 1], [1, 1, 0], [0, 1, 0]]","[12, 1896, 9, 83]"
