N,M,P,epoch,dstsp,dh,fixed_points,max_eigenvalues,max_lyapunov_exponent,unique_regions,frequencies
4,12,3,50,13.661169052124023,0.110130414,"[[0.9640588760375977, -0.02942710556089878, 0.03781628608703613, 0.32416632771492004, -0.5218795537948608, -0.36018669605255127, 0.056982219219207764, 0.05743230879306793, 0.12749306857585907, 0.09639951586723328, 0.013782918453216553, -0.04070064425468445], [0.48498666286468506, 0.2558788061141968, 0.5333865284919739, 0.30911585688591003, -0.3801112473011017, -0.4334530830383301, -0.22374211251735687, 0.21057146787643433, 0.2933287024497986, -0.07731718569993973, 0.38675686717033386, 0.11231212317943573]]","[1.005245327949524, 1.0006524324417114]",0.0015900723560480401,"[[1, 1, 1], [0, 1, 1]]","[150, 1850]"
4,12,3,55,13.637946128845215,0.12268979,"[[0.9453181028366089, -0.031381942331790924, 0.07922810316085815, 0.33448654413223267, -0.5324008464813232, -0.38123655319213867, 0.04165846109390259, 0.07818666845560074, 0.14302019774913788, 0.09674303978681564, 0.04471522569656372, -0.03298197686672211], [0.3875167965888977, 0.29763302206993103, 0.5300831198692322, 0.3448399305343628, -0.3964588940143585, -0.4463370740413666, -0.23690301179885864, 0.23418529331684113, 0.33537614345550537, -0.08334413170814514, 0.39645588397979736, 0.12108631432056427]]","[1.0066112279891968, 1.00093412399292]",-0.004670887351967395,"[[1, 1, 1], [0, 1, 1]]","[68, 1932]"
4,12,3,60,13.488632202148438,0.12315947,"[[0.9331087470054626, 0.002408348023891449, 0.1463472843170166, 0.3475877046585083, -0.5410254597663879, -0.4087209701538086, 0.00887538492679596, 0.10204455256462097, 0.16345620155334473, 0.08450084924697876, 0.09122535586357117, -0.01602548360824585], [0.32051700353622437, 0.3572208285331726, 0.4942949414253235, 0.350077748298645, -0.377430260181427, -0.4253969192504883, -0.24403859674930573, 0.22631782293319702, 0.3404449224472046, -0.09184038639068604, 0.37774190306663513, 0.12290112674236298]]","[1.0085117816925049, 1.001680612564087]",0.003938942543172743,"[[1, 1, 1], [0, 1, 1]]","[461, 1539]"
4,12,3,65,13.520062446594238,0.12510575,"[[0.9176625609397888, 0.013517282903194427, 0.1865270733833313, 0.3165435492992401, -0.4997212290763855, -0.3918081521987915, -0.009489625692367554, 0.09502006322145462, 0.14943385124206543, 0.07991863787174225, 0.11086905002593994, -0.0044451504945755005], [0.30842629075050354, 0.3679995536804199, 0.49353480339050293, 0.3434840142726898, -0.36207276582717896, -0.4148638844490051, -0.24523085355758667, 0.21989186108112335, 0.335730642080307, -0.0862361490726471, 0.37370219826698303, 0.12499728053808212]]","[1.008966326713562, 1.0016335248947144]",0.0036178752137402625,"[[1, 1, 1], [0, 1, 1]]","[469, 1531]"
4,12,3,70,13.48328685760498,0.12933442,"[[0.9277881383895874, 0.020379401743412018, 0.21758854389190674, 0.32219213247299194, -0.5046569108963013, -0.404151052236557, -0.020691320300102234, 0.10444279760122299, 0.1572636216878891, 0.07670748233795166, 0.13107624650001526, 0.0005417019128799438], [0.3645697236061096, 0.3547753691673279, 0.520047128200531, 0.32918044924736023, -0.35189032554626465, -0.4137509763240814, -0.24484410881996155, 0.21129736304283142, 0.3201013207435608, -0.07854811102151871, 0.38067108392715454, 0.12567724287509918]]","[1.0091606378555298, 1.0022215843200684]",-2.3042444972816156e-05,"[[1, 1, 1], [0, 1, 1]]","[596, 1404]"
4,12,3,75,13.60838508605957,0.12275006,"[[0.8724742531776428, 0.025460056960582733, 0.25269514322280884, 0.3327106833457947, -0.5086315274238586, -0.4177006185054779, -0.035168930888175964, 0.12528498470783234, 0.17955026030540466, 0.0687558576464653, 0.15616628527641296, 0.012521743774414062], [0.3461604714393616, 0.33940204977989197, 0.5142091512680054, 0.34866294264793396, -0.3746018409729004, -0.42724454402923584, -0.2365463674068451, 0.22360952198505402, 0.3342989683151245, -0.07213564217090607, 0.37729060649871826, 0.1245909184217453]]","[1.0093895196914673, 1.0019080638885498]",0.002857977132880478,"[[1, 1, 1], [0, 1, 1]]","[383, 1617]"
4,12,3,80,13.355316162109375,0.13575268,"[[0.8787050247192383, 0.032595425844192505, 0.22053313255310059, 0.36121219396591187, -0.5409761071205139, -0.4316823184490204, -0.026029080152511597, 0.13240982592105865, 0.1910717785358429, 0.0739419087767601, 0.1420462727546692, 0.003657042980194092], [0.3040563464164734, 0.3738453984260559, 0.4996626079082489, 0.3552461266517639, -0.3657039999961853, -0.4196917712688446, -0.24295677244663239, 0.2234278917312622, 0.34206461906433105, -0.08015183359384537, 0.37353330850601196, 0.12525352835655212], [0.882792592048645, 0.02780359983444214, 0.20445728302001953, 0.36063796281814575, -0.5422778725624084, -0.42775434255599976, -0.019448593258857727, 0.12811002135276794, 0.18683718144893646, 0.0769537091255188, 0.13128189742565155, -0.0007844194769859314]]","[1.010298728942871, 1.0024371147155762, 1.003532886505127]",-0.0017123929866647814,"[[1, 1, 1], [0, 1, 1], [1, 1, 0]]","[694, 1142, 164]"
4,12,3,85,13.489818572998047,0.13074532,"[[0.8917197585105896, 0.031750842928886414, 0.2716708779335022, 0.33974260091781616, -0.5167804956436157, -0.4283672571182251, -0.041652753949165344, 0.13084320724010468, 0.18386177718639374, 0.06829197704792023, 0.16751661896705627, 0.014943927526473999], [0.3475535213947296, 0.35841718316078186, 0.5221375226974487, 0.3455055356025696, -0.3621562421321869, -0.42156732082366943, -0.24241024255752563, 0.21873284876346588, 0.33227577805519104, -0.07551214098930359, 0.3800700604915619, 0.1271551251411438]]","[1.0099997520446777, 1.0020045042037964]",0.006884154089639196,"[[1, 1, 1], [0, 1, 1]]","[582, 1418]"
4,12,3,90,13.462260246276855,0.13197136,"[[0.8878996968269348, 0.03148983418941498, 0.2484518587589264, 0.34276217222213745, -0.519518256187439, -0.42357337474823, -0.03445567190647125, 0.12739643454551697, 0.18127593398094177, 0.07172246277332306, 0.15389835834503174, 0.009574830532073975], [0.3288680613040924, 0.36097219586372375, 0.5184392929077148, 0.34982210397720337, -0.362211138010025, -0.42115646600723267, -0.24187304079532623, 0.221350759267807, 0.3373122811317444, -0.07625415176153183, 0.37901055812835693, 0.1272643804550171], [0.898720383644104, 0.019004911184310913, 0.20651820302009583, 0.33994174003601074, -0.5215508937835693, -0.4124019145965576, -0.017472043633461, 0.11554986238479614, 0.16915756464004517, 0.0795571506023407, 0.12571239471435547, -0.0020361579954624176]]","[1.0100189447402954, 1.0020716190338135, 1.0029959678649902]",0.007234590296429815,"[[1, 1, 1], [0, 1, 1], [1, 1, 0]]","[545, 1426, 29]"
4,12,3,95,13.462255477905273,0.13416272,"[[0.8862134218215942, 0.03592249006032944, 0.24088013172149658, 0.33987894654273987, -0.515195369720459, -0.41811850666999817, -0.0334896445274353, 0.12360528856515884, 0.17699211835861206, 0.07162586599588394, 0.14796969294548035, 0.00856257975101471], [0.32087454199790955, 0.37053367495536804, 0.5040204524993896, 0.35077106952667236, -0.35927844047546387, -0.4152807891368866, -0.23979437351226807, 0.21756818890571594, 0.3353898823261261, -0.07701115310192108, 0.36991071701049805, 0.12528370320796967], [0.8958420753479004, 0.02425283193588257, 0.20334450900554657, 0.3371978998184204, -0.5169956684112549, -0.4081190228462219, -0.018195174634456635, 0.11300446093082428, 0.16605763137340546, 0.07874360680580139, 0.12272810190916061, -0.0018970891833305359]]","[1.0103857517242432, 1.0019886493682861, 1.0028778314590454]",0.0011357070258964086,"[[1, 1, 1], [0, 1, 1], [1, 1, 0]]","[491, 1414, 95]"
4,12,3,99,13.343052864074707,0.13727656,"[[0.9004655480384827, 0.04041332006454468, 0.24215179681777954, 0.35197532176971436, -0.5302431583404541, -0.4287511706352234, -0.034134283661842346, 0.12812982499599457, 0.18377959728240967, 0.07219867408275604, 0.1499498039484024, 0.008539289236068726], [0.3092666566371918, 0.38243338465690613, 0.510182797908783, 0.35176539421081543, -0.35481029748916626, -0.4147897958755493, -0.24532747268676758, 0.21844147145748138, 0.33966800570487976, -0.08099445700645447, 0.37497982382774353, 0.12854120135307312], [0.9092348217964172, 0.02941986918449402, 0.2042916715145111, 0.3498116731643677, -0.5324225425720215, -0.41898688673973083, -0.018986940383911133, 0.1178109347820282, 0.17324846982955933, 0.07915686070919037, 0.12470445781946182, -0.0019113384187221527]]","[1.0103211402893066, 1.0022883415222168, 1.003289818763733]",0.005591009568306617,"[[1, 1, 1], [0, 1, 1], [1, 1, 0]]","[669, 1190, 141]"
