N,M,P,epoch,dstsp,dh,fixed_points,max_eigenvalues,max_lyapunov_exponent,unique_regions,frequencies
4,12,3,0,nan,0.69282037,"[[0.0366523340344429, 0.05495808646082878, 0.0015639360062777996, 0.04981088638305664, -0.01894114911556244, -0.051586247980594635, -0.020373212173581123, 0.01859128847718239, 0.02191045507788658, -0.052745409309864044, -0.021347763016819954, -0.028954334557056427], [0.029414763674139977, 0.05006830766797066, 0.009950212202966213, 0.04694197326898575, -0.019433733075857162, -0.033742062747478485, -0.014237564988434315, 0.01790820062160492, 0.019480012357234955, -0.04377557709813118, -0.021976377815008163, -0.0340566411614418], [0.030105089768767357, 0.03576826676726341, 0.014655590988695621, 0.018970606848597527, -0.005157194100320339, -0.040001221001148224, -0.004064060747623444, 0.019408630207180977, 0.00399395078420639, -0.0288107767701149, -0.004109447821974754, -0.02296716347336769], [0.02741018310189247, 0.025300655514001846, 0.010947860777378082, 0.012151547707617283, 0.0019648978486657143, -0.040594980120658875, -0.0031597702763974667, 0.01914128288626671, 0.006005453877151012, -0.02306848205626011, 0.004814361687749624, -0.01725037768483162]]","[0.851162850856781, 0.8453826308250427, 0.8304626941680908, 0.8317489624023438]",-0.18655448466539382,"[[1, 0, 1], [1, 1, 1], [0, 1, 1], [0, 1, 0]]","[1, 4, 2, 1993]"
4,12,3,5,14.437641143798828,0.041869685,"[[0.1311320662498474, 0.3591703176498413, 0.22841139137744904, 0.41972222924232483, -0.048686765134334564, -0.1671678125858307, 0.0920218825340271, 0.08823322504758835, 0.06952714920043945, 0.0790746659040451, 0.05296558886766434, -0.049452777951955795], [0.07500843703746796, 0.4553939700126648, 0.14706173539161682, 0.5627989768981934, -0.1075153797864914, -0.16411159932613373, 0.03418823331594467, 0.0233027171343565, 0.1380162388086319, -0.034255124628543854, 0.013314828276634216, -0.016310719773173332], [1.4142310619354248, -0.0035402774810791016, 1.2729158401489258, -0.3831455707550049, 0.7611727714538574, -1.4601423740386963, 0.8030340671539307, 1.1997272968292236, -0.4002373218536377, 1.2008566856384277, 0.9924461841583252, -0.23097681999206543], [0.12967801094055176, 0.47043102979660034, 0.18450899422168732, 0.5637295842170715, -0.08503171056509018, -0.2312072068452835, 0.05701933428645134, 0.06418759375810623, 0.1289953887462616, -0.007886411622166634, 0.047581374645233154, -0.019804632291197777]]","[1.0142024755477905, 1.0259926319122314, 1.0013762712478638, 0.9513463377952576]",-0.04807470733299851,"[[1, 0, 1], [1, 0, 0], [1, 1, 0], [0, 1, 0]]","[1, 1, 408, 1590]"
4,12,3,10,13.994949340820312,0.015360891,"[[-0.059243008494377136, 0.8566926717758179, -0.0825735330581665, 0.8831961154937744, -0.29459255933761597, -0.165429949760437, -0.10116922855377197, -0.18107575178146362, 0.26224830746650696, -0.1864892840385437, -0.04849819839000702, 0.0459396094083786], [0.27684056758880615, 0.38119083642959595, 0.2932838499546051, 0.39180710911750793, 0.005445927381515503, -0.29553210735321045, 0.13292087614536285, 0.1544303297996521, 0.047780729830265045, 0.2164130061864853, 0.17664386332035065, -0.06227618455886841], [-0.017563465982675552, 0.4191179573535919, 0.04634925723075867, 0.45388805866241455, -0.13775396347045898, -0.032637909054756165, -0.011110702529549599, -0.07624580711126328, 0.11018034815788269, 0.023681705817580223, -0.015987783670425415, -0.012649611569941044], [-0.03806686773896217, 0.39700067043304443, 0.036230795085430145, 0.431606650352478, -0.14187581837177277, -0.0012123659253120422, -0.016962772235274315, -0.0895126536488533, 0.10262419283390045, 0.020202932879328728, -0.03356318175792694, -0.013726563192903996]]","[1.0045758485794067, 1.000555157661438, 0.9812479019165039, 0.9842555522918701]",0.00030969707353506237,"[[1, 0, 1], [1, 1, 0], [0, 1, 0], [0, 1, 1]]","[1, 1741, 236, 22]"
4,12,3,15,12.917268753051758,0.008994618,"[[0.08515886962413788, 0.07596811652183533, 0.1801161915063858, 0.09650692343711853, -0.0024908967316150665, 0.025140956044197083, 0.06936727464199066, 0.034736666828393936, -0.0278474111109972, 0.20711708068847656, 0.0278029665350914, -0.07104600220918655], [0.3086308538913727, 0.34984979033470154, 0.3200748562812805, 0.3535729646682739, 0.015428129583597183, -0.2829592227935791, 0.13947893679141998, 0.1693759262561798, 0.03529321774840355, 0.2537534236907959, 0.19021785259246826, -0.07651570439338684], [-0.046545036137104034, 0.3864169716835022, 0.00951729342341423, 0.41044068336486816, -0.13768327236175537, 0.008164778351783752, -0.02376473695039749, -0.10651151835918427, 0.1001737117767334, 0.026760008186101913, -0.027965739369392395, -0.010035370476543903], [-0.07123571634292603, 0.3426213562488556, -0.0034187529236078262, 0.3686875104904175, -0.1360880732536316, 0.04790126532316208, -0.03002491220831871, -0.11961184442043304, 0.0884578675031662, 0.02599240094423294, -0.0470564141869545, -0.011088626459240913], [-0.019245319068431854, 0.4803141951560974, 0.016160354018211365, 0.49495622515678406, -0.15718063712120056, -0.047807324677705765, -0.02367624267935753, -0.10364552587270737, 0.11947417259216309, 0.007940372452139854, -0.0162569098174572, -0.0052783372811973095], [-0.017069995403289795, 0.47301995754241943, 0.01917865499854088, 0.48922914266586304, -0.15297193825244904, -0.048356082290410995, -0.021448832005262375, -0.09964185953140259, 0.11894979327917099, 0.012831744737923145, -0.012269861064851284, -0.006066628731787205], [-0.0366872176527977, 0.5846009254455566, -0.017665989696979523, 0.5944391489028931, -0.1956460028886795, -0.07183098793029785, -0.04419273883104324, -0.13446715474128723, 0.15206383168697357, -0.039754174649715424, -0.027267001569271088, 0.009199373424053192]]","[0.9865584969520569, 1.0011577606201172, 0.9800901412963867, 0.9864908456802368, 0.9603332877159119, 0.9602434039115906, 1.019540786743164]",-0.01465452875730989,"[[1, 1, 1], [1, 1, 0], [0, 1, 0], [0, 1, 1], [0, 0, 1], [0, 0, 0], [1, 0, 0]]","[1, 1590, 36, 208, 6, 3, 156]"
4,12,3,20,12.460678100585938,0.037352685,"[[0.09293514490127563, -0.22496122121810913, 0.20844554901123047, -0.19836540520191193, 0.07622987776994705, 0.13713517785072327, 0.08238792419433594, 0.07111778855323792, -0.11187290400266647, 0.28399690985679626, 0.012957654893398285, -0.10282951593399048], [0.3878205120563507, 0.3321608901023865, 0.3915177583694458, 0.33192333579063416, 0.04443970322608948, -0.3265630602836609, 0.16968704760074615, 0.22892731428146362, 0.02074592188000679, 0.30891337990760803, 0.23245461285114288, -0.09775562584400177], [-0.042808424681425095, 0.3765539228916168, -0.0005531907081604004, 0.3966237008571625, -0.1305437982082367, 0.004643721505999565, -0.02305704541504383, -0.10929466038942337, 0.09529457986354828, 0.02837122231721878, -0.027108866721391678, -0.011102083139121532], [-0.07462892681360245, 0.30797138810157776, -0.019077660515904427, 0.3311230540275574, -0.1249290481209755, 0.05809345468878746, -0.03183349221944809, -0.12526032328605652, 0.07833785563707352, 0.02809133753180504, -0.05139590799808502, -0.01257760263979435], [0.1761869192123413, -0.9890561103820801, 0.39625656604766846, -0.9420619010925293, 0.3122354745864868, 0.3707796335220337, 0.18126195669174194, 0.23990654945373535, -0.35129570960998535, 0.5621275901794434, 0.026173114776611328, -0.201757550239563], [-0.04252222925424576, 0.5996782779693604, -0.03529403358697891, 0.6057942509651184, -0.19647040963172913, -0.07739731669425964, -0.04476631432771683, -0.14707225561141968, 0.1519007384777069, -0.0453810915350914, -0.030694834887981415, 0.012538772076368332]]","[0.9937111139297485, 1.000851035118103, 0.9795597791671753, 0.9879529476165771, 0.9983282089233398, 1.0189337730407715]",0.00036744863449712285,"[[1, 1, 1], [1, 1, 0], [0, 1, 0], [0, 1, 1], [1, 0, 1], [1, 0, 0]]","[7, 1604, 28, 212, 50, 99]"
4,12,3,25,12.913579940795898,0.034777265,"[[0.06742855161428452, -0.44292503595352173, 0.1819070279598236, -0.413945734500885, 0.11720997840166092, 0.23793520033359528, 0.0638793557882309, 0.06716717779636383, -0.15889474749565125, 0.300134539604187, -0.016291677951812744, -0.118535116314888], [0.3337656855583191, 0.33084461092948914, 0.34126952290534973, 0.3329229950904846, 0.022054605185985565, -0.2761177122592926, 0.1420363485813141, 0.18391771614551544, 0.02890910767018795, 0.2724558413028717, 0.19841141998767853, -0.09016428887844086], [-0.042643457651138306, 0.3697458505630493, -0.00929998978972435, 0.387906551361084, -0.12555882334709167, 0.0028286173474043608, -0.022587399929761887, -0.11312811821699142, 0.09167702496051788, 0.0266459658741951, -0.02801544964313507, -0.010239014402031898], [-0.07437349855899811, 0.28954800963401794, -0.029612228274345398, 0.31068146228790283, -0.11720794439315796, 0.059333685785532, -0.03247187286615372, -0.1284346580505371, 0.07277626544237137, 0.026927974075078964, -0.052779171615839005, -0.012348728254437447], [0.041492000222206116, -0.03328275680541992, 0.11123454570770264, -0.013762950897216797, 0.0030780434608459473, 0.09844732284545898, 0.031227752566337585, -0.004070162773132324, -0.04042321443557739, 0.1770108938217163, -0.010162372142076492, -0.06983135640621185], [-0.03965962678194046, 0.5838472843170166, -0.03431334346532822, 0.5903224349021912, -0.18493294715881348, -0.07825526595115662, -0.0366218276321888, -0.14492493867874146, 0.14285673201084137, -0.03581681102514267, -0.028033481910824776, 0.012031551450490952]]","[0.9960858821868896, 1.000679850578308, 0.9800585508346558, 0.9897248148918152, 0.9956635236740112, 1.0183231830596924]",0.00031543698045425115,"[[1, 1, 1], [1, 1, 0], [0, 1, 0], [0, 1, 1], [1, 0, 1], [1, 0, 0]]","[7, 1601, 21, 192, 74, 105]"
4,12,3,30,11.249731063842773,0.031804442,"[[0.05732472240924835, -0.45734500885009766, 0.14914023876190186, -0.4350191354751587, 0.1100015789270401, 0.2507880926132202, 0.04269237816333771, 0.0508778840303421, -0.15309348702430725, 0.2749271094799042, -0.028546713292598724, -0.11977994441986084], [0.3353129029273987, 0.2915939688682556, 0.34485992789268494, 0.2960808277130127, 0.0319257527589798, -0.2592325806617737, 0.14117830991744995, 0.18754902482032776, 0.01985892653465271, 0.2811596989631653, 0.1986452043056488, -0.09826821833848953], [-0.03987324237823486, 0.37028223276138306, -0.014030363410711288, 0.38644033670425415, -0.12225137650966644, -0.0022741202265024185, -0.020933793857693672, -0.11476030945777893, 0.08979950845241547, 0.026270976290106773, -0.027791114524006844, -0.01007964089512825], [-0.06809556484222412, 0.29171958565711975, -0.0336807556450367, 0.3097175657749176, -0.11372265964746475, 0.05050574243068695, -0.030864719301462173, -0.12836220860481262, 0.07153690606355667, 0.02621002495288849, -0.051042504608631134, -0.012535551562905312], [0.025640279054641724, 0.11459493637084961, 0.06711673736572266, 0.12785696983337402, -0.04121527075767517, 0.05131888389587402, 0.011096000671386719, -0.04049736261367798, 0.005260825157165527, 0.11985063552856445, -0.014064256101846695, -0.051272958517074585], [-0.038252606987953186, 0.5729110240936279, -0.03514421731233597, 0.5796297788619995, -0.17684601247310638, -0.07853560894727707, -0.031078960746526718, -0.14461161196231842, 0.13630256056785583, -0.02964230626821518, -0.027554024010896683, 0.011842954903841019], [-0.019745733588933945, 0.47667396068573, -0.0075639523565769196, 0.48647457361221313, -0.14469581842422485, -0.05656204745173454, -0.01861707493662834, -0.1163213774561882, 0.11071183532476425, 0.00790984183549881, -0.0174090638756752, -0.002615326549857855]]","[0.9963049292564392, 1.0001600980758667, 0.9775524139404297, 0.989633321762085, 0.9942066669464111, 1.0185867547988892, 0.969173789024353]",0.0003855392068658148,"[[1, 1, 1], [1, 1, 0], [0, 1, 0], [0, 1, 1], [1, 0, 1], [1, 0, 0], [0, 0, 1]]","[2, 1724, 2, 66, 91, 111, 4]"
4,12,3,35,13.130718231201172,0.030031998,"[[0.037054650485515594, -0.4597904086112976, 0.11043688654899597, -0.44125503301620483, 0.09940747916698456, 0.262655109167099, 0.020575784146785736, 0.027906760573387146, -0.14326488971710205, 0.24401624500751495, -0.04177005961537361, -0.11502708494663239], [0.3278134763240814, 0.3421967923641205, 0.332411527633667, 0.34346804022789, 0.014516294002532959, -0.2669801414012909, 0.13410992920398712, 0.17370499670505524, 0.03327817842364311, 0.26351720094680786, 0.19358475506305695, -0.09776918590068817], [-0.03296526148915291, 0.3913460671901703, -0.014878788962960243, 0.4042398929595947, -0.12350726127624512, -0.01643737591803074, -0.017955929040908813, -0.11532191932201385, 0.09224309027194977, 0.024242158979177475, -0.024686463177204132, -0.009666193276643753], [-0.06093763932585716, 0.30600500106811523, -0.0356704480946064, 0.3206363618373871, -0.11343264579772949, 0.037703756242990494, -0.028790755197405815, -0.12850084900856018, 0.07307934015989304, 0.02405209094285965, -0.04790694639086723, -0.012185013853013515], [0.016476936638355255, 0.219093918800354, 0.04099765419960022, 0.22813355922698975, -0.06975787878036499, 0.016351014375686646, 0.0015752017498016357, -0.06367534399032593, 0.03499573469161987, 0.08472058176994324, -0.014844244346022606, -0.03876917064189911], [-0.0336347296833992, 0.5915942788124084, -0.03456097096204758, 0.5961689352989197, -0.17674121260643005, -0.08938747644424438, -0.025605032220482826, -0.14522048830986023, 0.1370006799697876, -0.02827358990907669, -0.025149937719106674, 0.01204659417271614]]","[0.9968315958976746, 1.000533103942871, 0.9795953631401062, 0.9908503890037537, 0.9925342202186584, 1.0182503461837769]",0.00018652523460332304,"[[1, 1, 1], [1, 1, 0], [0, 1, 0], [0, 1, 1], [1, 0, 1], [1, 0, 0]]","[17, 1601, 12, 185, 85, 100]"
4,12,3,40,13.051746368408203,0.02926261,"[[0.030907772481441498, -0.28735053539276123, 0.08026185631752014, -0.27604061365127563, 0.05313888192176819, 0.2002618908882141, 0.008047237992286682, -0.0006759762763977051, -0.09457188844680786, 0.1924590915441513, -0.03789785876870155, -0.09726810455322266], [0.343915194272995, 0.3255227506160736, 0.3483489453792572, 0.32733047008514404, 0.02404142916202545, -0.270599365234375, 0.13966375589370728, 0.18683812022209167, 0.027585655450820923, 0.27694588899612427, 0.203507199883461, -0.10616812109947205], [-0.03248729929327965, 0.3897918462753296, -0.018389597535133362, 0.4016600251197815, -0.12125095725059509, -0.01749991811811924, -0.016827678307890892, -0.1174362376332283, 0.0904841348528862, 0.02453862503170967, -0.025329701602458954, -0.008832404389977455], [-0.05537611246109009, 0.31674355268478394, -0.03643085062503815, 0.32935476303100586, -0.11277115345001221, 0.027964690700173378, -0.026514993980526924, -0.12837252020835876, 0.07415933907032013, 0.02367403358221054, -0.0451480895280838, -0.011234004981815815], [0.01675022393465042, 0.24047505855560303, 0.03406800329685211, 0.24748611450195312, -0.07423976063728333, 0.00704076886177063, 0.00020875781774520874, -0.06887108087539673, 0.040429770946502686, 0.07749110460281372, -0.014397804625332355, -0.03647571802139282], [-0.0339672714471817, 0.5863125324249268, -0.03666870296001434, 0.5910742282867432, -0.1726442575454712, -0.08855190873146057, -0.02262815274298191, -0.1471012979745865, 0.1332368701696396, -0.02525695413351059, -0.025934327393770218, 0.013354923576116562]]","[0.9960908889770508, 1.000281572341919, 0.9771782755851746, 0.9904729723930359, 0.9909915924072266, 1.01858389377594]",8.490379404975102e-06,"[[1, 1, 1], [1, 1, 0], [0, 1, 0], [0, 1, 1], [1, 0, 1], [1, 0, 0]]","[45, 1676, 1, 105, 87, 86]"
4,12,3,45,12.422737121582031,0.030944057,"[[0.02102065086364746, -0.23731929063796997, 0.05851680785417557, -0.2286427617073059, 0.03698539733886719, 0.1856013685464859, -0.0016786009073257446, -0.017393305897712708, -0.07753941416740417, 0.16794253885746002, -0.04079185053706169, -0.08909627795219421], [0.34649643301963806, 0.33551645278930664, 0.34962916374206543, 0.33621421456336975, 0.02182668447494507, -0.2735835313796997, 0.13921718299388885, 0.18662673234939575, 0.029675103724002838, 0.275970458984375, 0.20503605902194977, -0.10985338687896729], [-0.05473112314939499, 0.3117385506629944, -0.03984830155968666, 0.32267820835113525, -0.11040448397397995, 0.028151774778962135, -0.026391468942165375, -0.12954941391944885, 0.07210207730531693, 0.02369745634496212, -0.04622800648212433, -0.011844968423247337], [0.013785608112812042, 0.274614155292511, 0.024782806634902954, 0.27975690364837646, -0.08264398574829102, -0.004733860492706299, -0.0019740574061870575, -0.07711087167263031, 0.04916787147521973, 0.06674432754516602, -0.015069945715367794, -0.03259928524494171], [-0.03407713770866394, 0.6004144549369812, -0.03933332860469818, 0.6038295030593872, -0.17417097091674805, -0.09393640607595444, -0.020476657897233963, -0.15023940801620483, 0.13428835570812225, -0.02635364979505539, -0.02684742584824562, 0.014246080070734024]]","[0.9958322644233704, 1.000160574913025, 0.990763247013092, 0.9897210597991943, 1.0180641412734985]",-0.0004112181720483932,"[[1, 1, 1], [1, 1, 0], [0, 1, 1], [1, 0, 1], [1, 0, 0]]","[65, 1707, 56, 84, 88]"
